title,company,location,posted_date,salary,skills,experience_required,description,employment_type,url,source,repost_count,first_seen,last_seen
Network Engineer (IP),077 Saudi Arabian Parsons Limited,منطقة Riyadh - via BeBee,,,Not Specified,Not Specified,"In a world of possibilities, pursue one with endless opportunities. Imagine Next!

At Parsons, you can imagine a career where you thrive, work with exceptional people, and be yourself. Guided by our leadership vision of valuing people, embracing agility, and fostering growth, we cultivate an innovat",Full-time,https://bebee.com/sa/jobs/network-engineer-ip-077-saudi-arabian-parsons-limited-sa-riyadh-qiddiya--t7xk-766286903,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Engineer (CCNA / CCNP),Confidential,منطقة القصيم - via Wuzzuf,,,Not Specified,Not Specified,"Job Description

We are seeking a skilled Network Engineer to design, implement, maintain, and troubleshoot enterprise network infrastructure. The ideal candidate should have strong experience in Cisco networking technologies, routing and switching, network security, and WAN/LAN environments. The ro",Full-time,https://wuzzuf.net/ar/saudi/jobs/p/7dpu3dsc674s-network-engineer-ccna-ccnp-qassim-saudi-arabia,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT & Network Security Engineer,Dautom,Riyadh - via LinkedIn,,,enterprise security,10 years of experience,"Job Title: IT & Network Security Engineer

Experience: 7–10 Years

Location: Riyadh, Saudi Arabia

Job Summary: We are seeking an experienced IT & Network Security Engineer with 7–10 years of experience in network infrastructure and enterprise security. The ideal candidate should have strong knowled",Full-time,https://sa.linkedin.com/jobs/view/it-network-security-engineer-at-dautom-4455606554,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Engineer (Saudi Arabia),Eram Talent,Medina المنورة - via Workable Jobs,,,Not Specified,Not Specified,"Eram Talent is seeking a skilled Network Engineer to join our growing team in Saudi Arabia. In this role, you will be responsible for designing, implementing, and managing network solutions that support various business operations and optimize performance. Your expertise will help ensure effective n",Full-time,https://jobs.workable.com/view/hVtMf5pUvyTRcxkfhP2epm/network-engineer-(saudi-arabia)-in-madinah-at-eram-talent,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Network Engineer,ريناد المجد,Riyadh - via إنديد,,,Not Specified,Not Specified,"Job Title: Senior Network Engineer
Location: Riyadh, Saudi Arabia
Employment Type: Freelancer / On-Demand

We are looking for an experienced Senior Network Engineer to join our team on a freelance, on-demand basis in Riyadh.

The successful candidate will be responsible for designing, implementing,",Full-time,https://sa.indeed.com/viewjob?jk=fc449e6a19ab1664,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Security Engineer,Accenture,Jeddah - via Accenture,,,Not Specified,Not Specified,"Accenture is hiring a passionate and skilled Network Security Engineering to join our team. In this role, you will be responsible for the day-to-day operation and support of network security services, ensuring the secure and reliable functioning of our network infrastructure and threat management so",Full-time,https://www.accenture.com/sa-en/careers/jobdetails?id=13944448_en,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Engineer,BRDigitech WLL,Dammam - via BeBee,,,Not Specified,Not Specified,"Location: Kingdom of Saudi Arabia

Employment Type: Full-Time

Job Summary:

We are seeking a skilled and motivated Network Engineer to join our team for a large-scale enterprise infrastructure project. The ideal candidate will have strong experience in designing, implementing, maintaining, and trou",Full-time,https://bebee.com/sa/jobs/network-engineer-brdigitech-wll-dammam--t7xk-766983812,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Specialist,SITE سايت,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"Overview:

The Network Specialist is responsible for supporting, maintaining, and monitoring the organization’s network infrastructure to ensure secure, reliable, and continuous connectivity. The role focuses on network configuration, troubleshooting, performance monitoring, and resolving network-re",Full-time,https://sa.linkedin.com/jobs/view/network-specialist-at-site-%D8%B3%D8%A7%D9%8A%D8%AA-4455274780,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Operations Senior Advisor (Network Operations),Norconsult Telematics,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"Job Posting Location: Riyadh, Saudi Arabia

Position Objective:

The Senior Advisor serves as the principal strategic and technical sounding board to the VP of Network Operations. Orchestrating operational excellence across all network domains and drive the transition from a complex legacy infrastru",Full-time,https://sa.linkedin.com/jobs/view/network-operations-senior-advisor-network-operations-at-norconsult-telematics-4455264535,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Network & Collaboration, Specialist",Master-Works,Saudi Arabia - via Bayt.com,,,Not Specified,Not Specified,"Our subsidiary (SOOR) is seeking a Network & Collaboration, Specialist who will be responsible for supporting network infrastructure, communication systems, and collaboration platforms to ensure reliable connectivity and communication services.
Key Responsibilities Design, implement, and maintain en",Full-time,https://www.bayt.com/ar/saudi-arabia/jobs/network-collaboration-specialist-74872725/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
System & Network Administrator,H. M. Al Rugaib & Sons Trading Co. - شركة حمد محمد الرقيب و أولاده التجارية,Khobar - via LinkedIn,,,"azure, firewall",Not Specified,"Key Responsibilities

• Managed and maintained enterprise network infrastructure, including LAN, WAN, SD-WAN, MPLS, VLANs, and firewall environments across multiple locations.
• Administered Microsoft Azure cloud services, including Virtual Machines, Microsoft Entra ID, Conditional Access policies,",Full-time,https://sa.linkedin.com/jobs/view/system-network-administrator-at-h-m-al-rugaib-sons-trading-co-%D8%B4%D8%B1%D9%83%D8%A9-%D8%AD%D9%85%D8%AF-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%B1%D9%82%D9%8A%D8%A8-%D9%88-%D8%A3%D9%88%D9%84%D8%A7%D8%AF%D9%87-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-4437049676,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Team Lead, Network & Voice",NTT DATA,Riyadh - via NTT DATA Careers,,,Not Specified,Not Specified,"Continue to make an impact with a company that is pushing the boundaries of what is possible. At NTT DATA, we are renowned for our technical excellence, leading innovations, and making a difference for our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you c",Full-time,https://careers.services.global.ntt/global/en/job/R-145202/Team-Lead-Network-Voice,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Network Monitoring Analyst (ACI/F5 L1)-(Saudi National Only),Müller`s Solutions,Riyadh - via إنديد,,,Not Specified,Not Specified,"Join our team at Müller's Solutions as a Network Monitoring Analyst (ACI/F5 L1) dedicated to supporting our network infrastructure in Saudi Arabia. This position is exclusively for Saudi Nationals and focuses on Providing foundational (L1) support for the SEC Data Center and Cloud Networks, with a s",Full-time,https://sa.indeed.com/viewjob?jk=dedb020f855c2300,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator,adesso gcc,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"We are looking for Database Administrator to join our fast paced and self-accountable team that delivers enterprise level products for local and global markets.

The Database Administrator is responsible for managing, optimizing, and securing database systems. The role requires strong experience in",Full-time,https://www.founditgulf.com/job/database-administrator-adesso-gcc-saudi-arabia-62847218,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator,Al Rushaid Group,Jubail - via BeBee,,,Not Specified,Not Specified,Role MariaDB Residential DBA Location Jubail Saudi Arabia Onsite Client Major Petrochemical Company Can disclose after NDA Duration 1 year renewable up to 5 years Must Have Valid MariaDB Certification MariaDB Certified DBA or equivalent Experience with MariaDB Enterprise Server 10 6 MaxScale configu,Full-time,https://bebee.com/sa/jobs/database-administrator-al-rushaid-group-jubail-saudi-arabia--hireejob-548143,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Oracle Apps DBA,PrimeGate for Communications and IT,Riyadh - via LinkedIn,,,oracle,Not Specified,"Job Summary

Responsible for providing the technical and operational resources required to manage, maintain, and enhance enterprise resource systems based on

Oracle E-Business Suite.This role is specifically focused on Oracle Apps DBA responsibilities, managing both the Application Tier and Databas",Full-time,https://sa.linkedin.com/jobs/view/oracle-apps-dba-at-primegate-for-communications-and-it-4393456724,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator,The Coca-Cola Bottling Company of Saudi Arabia,Jeddah - via BeBee,,,Not Specified,Not Specified,"Role Purpose:

To manage, secure, and optimize the organization’s database environments while providing reliable regional IT support across multiple sites, ensuring high availability, performance, data integrity, and secure access to business-critical systems and applications in alignment with busin",Full-time,https://bebee.com/sa/jobs/database-administrator-the-coca-cola-bottling-company-of-saudi-arabia-jeddah-makkah--t7xk-797291705,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator Specialist — Performance & Security,SITE سايت,Riyadh - via JobLeads,,,Not Specified,Not Specified,"SITE سايت is seeking a Database Specialist to administer, maintain, monitor, and support organizational databases ensuring availability, performance, security, and data integrity. The role emphasizes backup/recovery, optimization, and operational support within a project-based setting.

The candidat",Full-time,https://www.jobleads.com/sa/job/database-administrator-specialist-performance-security--riyadh--e37a3fa644d651cb851c8cfec8b35bd8f,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Manager,Arabic Computer Systems,Riyadh - via Workable Jobs,,,Not Specified,Not Specified,"Arabic Computer Systems, a leading ICT company in Saudi Arabia, is looking for an experienced and highly skilled Database Manager to join our team. As a Database Manager, you will play a crucial role in overseeing the planning, development, implementation, and management of the company's databases.",متعاقد,https://jobs.workable.com/view/224SSex88CH1tNY4PqrkQH/database-manager-in-riyadh-at-arabic-computer-systems,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator (SQL Server),Nozomi,Saudi Arabia - via Foundit,,,"sql, sql server",5 years of experience,"Database Administrator

We are looking for a Database Administrator with strong hands-on experience in Microsoft SQL Server to join our team.

Key Requirements
• Bachelor's degree in Computer Engineering, Information Technology, or a related field
• 3–5 years of experience in Microsoft SQL Server ad",Full-time,https://www.founditgulf.com/job/database-administrator-sql-server-nozomi-saudi-arabia-62559474,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Database Expert (Oracle, SQL Server, Exadata)",DXC.technology,Saudi Arabia - via Bayt.com,,,"sql, oracle",Not Specified,"Job Description:

Technology Management

Database Expertise
Possesses in-depth knowledge of multiple database technologies, including:

Oracle Technologies
Expert-level understanding of Oracle database administration, including:
• Performance tuning (e.g., SQL optimization, indexing strategies)
• Se",Full-time,https://www.bayt.com/en/saudi-arabia/jobs/database-expert-oracle-sql-server-exadata-74771135/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Database Administrator: High Availability & Performance,PrimeGate Company,Saudi Arabia - via Jobs In Saudi Arabia - Jooble,,,Not Specified,Not Specified,"A leading tech company in Saudi Arabia is looking for a skilled Database Administrator (DBA) to manage, optimize, and secure databases for the Madinaty SuperApp ecosystem. You will ensure high availability and performance of critical data systems. The ideal candidate should have strong experience wi",Full-time,https://sa.jooble.org/jdp/-4079219082469236656,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Remote Database Administrator - OCI & SQL Server Expert,adesso GCC,Riyadh - via JobLeads,,,"sql, sql server",Not Specified,"adesso GCC is seeking a Database Administrator to join our fast-paced team delivering enterprise-grade products for local and global markets. The role centers on SQL Server administration, backups, performance tuning, and secure OCI cloud databases.

You will monitor, optimize, and scale database en",Full-time,https://www.jobleads.com/sa/job/remote-database-administrator-oci-sql-server-expert--riyadh--edc18aae7db53dbb883a91c1ac00b3c1e,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior QA/QC engineer,Bechtel Corporation,Riyadh - via Bechtel Corporation Jobs,,,Not Specified,Not Specified,"Requisition ID: 297698
• Relocation Authorized: National/International - Single
• Telework Type: Full-Time Office/Project
• Work Location: Riyadh
​​​​​​​
Extraordinary teams building inspiring projects:

Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all",Full-time,https://jobs.bechtel.com/us/en/job/BCFBCKUS297698EXTERNALENUS/Senior-QA-QC-engineer,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
QA/QC Engineer - Madinah,AtkinsRéalis,Riyadh - via AtkinsRéalis,,,Not Specified,Not Specified,"Overview
This is a Quality Assurance and Quality Control (QA/QC) position responsible for overseeing quality management systems, contract compliance, inspections, testing activities, and adherence to international construction standards across high-rise residential, commercial, mixed-use, hospitalit",Full-time,https://careers.atkinsrealis.com/en/jobs/qa-qc-engineer-madinah-r-161988,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Remote QA Engineer: Testing, Automation & Quality",Duru Compliance,Saudi Arabia - via JobLeads,,,Not Specified,Not Specified,"Duru Compliance is seeking a Software Quality Assurance professional to conduct software tests, analyze data for QA, and document findings. You will work with development teams to understand requirements and craft test plans, ensuring high quality standards.

The role involves analyzing test results",Full-time,https://www.jobleads.com/sa/job/remote-qa-engineer-testing-automation-quality--saudi-arabia--e74770eea8616221185e8dd14dc127904,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior QA/QC Manager - High Rise Towers - Saudi National,Cornerstone Global Partners (CGP Group),Mecca - via LinkedIn,,,Not Specified,Not Specified,"Senior QA/QC Manager – High Rise Towers - Saudi National, Makkah, KSA

We're partnering with a leading international PMC on the search for a Senior QA/QC Manager to lead quality assurance and quality control across a confidential high-rise project in Makkah.

You'll own the project's QA/QC managemen",Full-time,https://sa.linkedin.com/jobs/view/senior-qa-qc-manager-high-rise-towers-saudi-national-at-cornerstone-global-partners-cgp-group-4457490124,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Quality Assurance Engineer,Bechtel Corporation,ظلم - via Bechtel Corporation Jobs,,,Not Specified,Not Specified,"Requisition ID: 294559
• Relocation Authorized: International - Camp
• Telework Type: Full-Time Office/Project
• Work Location: Dhalm
​​​​​​​
Extraordinary teams building inspiring projects:

Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven conti",Full-time,https://jobs.bechtel.com/us/en/job/BCFBCKUS294559EXTERNALENUS/Quality-Assurance-Engineer,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior QA/QC Engineer (Civil),KEO International Consultants,Saudi Arabia - via Naukrigulf,,,Not Specified,Not Specified,"We are seeking an experienced Senior QA/QC Engineer Civil to join the project team for the Qiddiya Training Academy project. The successful candidate will be responsible for overseeing and implementing quality assurance and quality control procedures for civil and structural works, ensuring that con",Full-time,https://www.naukrigulf.com/senior-qa-qc-engineer-jobs-in-saudi-arabia-in-keo-international-consultants-10-to-15-years-n-cd-10050015-jid-250826500286,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Quality Control & Quality Assurance Engineer,SETE Energy Saudia For Industrial Projects Ltd.,Khobar - via Bayt.com,,,Not Specified,Not Specified,"We are seeking a dedicated Quality Control & Quality Assurance Engineer to join our dynamic team. This role is pivotal in ensuring our products and services meet the highest standards of quality and compliance. As a Quality Control & Quality Assurance Engineer, you will be at the forefront of mainta",Full-time,https://www.bayt.com/en/saudi-arabia/jobs/quality-control-quality-assurance-engineer-5470934/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
QA Engineer / QA Specialist,ITB Company,Riyadh - via BeBee,,,Not Specified,Not Specified,"Location:
Riyadh, Saudi Arabia

Employment Type:
Full-time

We are looking for a skilled
QA Engineer / QA Specialist
to join our team and ensure the quality and reliability of our digital products.

Key Responsibilities:

• Design, develop, and execute test cases (manual & automated).

• Perform fun",Full-time,https://bebee.com/sa/jobs/qa-engineer-qa-specialist-itb-company-riyadh-riyadh--t7xk-779356406,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Engineer, QA/QC Electrical",Alfanar,Dammam - via GulfTalent,,,Not Specified,Not Specified,"Group overview:

Headquartered in Riyadh, Saudi Arabia, we operate construction and manufacturing businesses, design and development centers, and a host of facilities in the Middle East and other countries.

alfanar is involved in:

• Electrical, electromechanical and civil engineering construction",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/engineer-qa-qc-electrical-608091,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Quality Assurance Quality Control Engineer,AB SPECIALIZED CONTRACTING COMPANY,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"Department: Quality Assurance & Quality Control (QA/QC)

Disciplines Required: Civil, Architectural, Electrical, and Mechanical Engineering

Location: Central and Eastern Region

Role Purpose:

QA/QC Engineers are responsible for ensuring that construction activities, materials, inspections, testing",Full-time,https://www.founditgulf.com/job/quality-assurance-quality-control-engineer-ab-specialized-contracting-company-saudi-arabia-60462842,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support NOC Support Services Engineer,DeepSource Technologies,Riyadh - via GulfTalent,,,Not Specified,5+ years,"Job Description

We are looking for an experienced IT Support / NOC Support Services Engineer with 5+ years of experience to provide operational support for enterprise IT infrastructure and Network Operations Center (NOC) environments. The ideal candidate will be responsible for monitoring systems,",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/it-support-noc-support-services-engineer-619225,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support Engineer,Ninja,Riyadh - via GulfTalent,,,Not Specified,Not Specified,"We are looking for an IT support engineer to join our IT team and support our day-to-day operations.

The ideal candidate will have a basic technical background, good communication skills, and a passion for troubleshooting and solving technical issues.

You will be responsible for supporting inciden",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/it-support-engineer-622327,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support Analyst,Folk Maritime,Khobar - via LinkedIn,,,Not Specified,Not Specified,"Description

We're looking for an IT Support Analyst to provide technical support, administer Microsoft 365 services, manage IT assets, and help maintain a secure, reliable, and efficient IT environment across our offices. The successful candidate will provide first- and second-line support, assist",Full-time,https://sa.linkedin.com/jobs/view/it-support-analyst-at-folk-maritime-4449449707,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support Assistant,BAE SYSTEMS,Riyadh - via Bayt.com,,,Not Specified,Not Specified,"Description

(Saudi National Only)

Grade: GG06

Location: Riyadh

Working hours: full time

Advert closing: 27/08/2026

Responsibilities:

▪ Provide onsite IT support to users within the Electronic Warfare Facility

▪ Troubleshoot hardware, software, and network issues across desktops, printers, an",Full-time,https://www.bayt.com/en/saudi-arabia/jobs/it-support-assistant-75025976/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT technical support officers “Saudi National”,Join Solutions,Riyadh - via BeBee,,,Not Specified,Not Specified,"We are looking for an IT technical support officers “Saudi
National” monitor and maintain the computer systems and networks of an organization.
You will be installing and configuring computer systems, diagnosing hardware
and software faults and solving technical and applications problems, either
ove",Full-time,https://bebee.com/sa/jobs/it-technical-support-officers-saudi-national-join-solutions-riyadh--ss-sa-1nbpa6b,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Information Technology Support Engineer,noon,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"About noon

noon, the region's leading consumer commerce platform. On December 12th, 2017, noon launched its consumer platform in Saudi Arabia and the UAE, expanding to Egypt in February 2019. The noon ecosystem of services now includes marketplaces for food delivery, quick commerce, fintech, and fa",Full-time,https://sa.linkedin.com/jobs/view/information-technology-support-engineer-at-noon-4448825612,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support (Saudi National),Parsons Corporation,Riyadh - via Parsons Careers - Parsons Corporation,,,Not Specified,Not Specified,"In a world of possibilities, pursue one with endless opportunities. Imagine Next!

At Parsons, you can imagine a career where you thrive, work with exceptional people, and be yourself. Guided by our leadership vision of valuing people, embracing agility, and fostering growth, we cultivate an innovat",Full-time,https://jobs.parsons.com/jobs/it-support-saudi-national-riyadh-r-184958-jobs--information-technology--,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Deskside IT Support Engineer - 12 Month Contract,Avensys Consulting,Riyadh - via JobLeads,,,Not Specified,Not Specified,"Avensys Consulting in Riyadh (Saudi Arabia) seeks an IT Deskside Support Engineer for a 12-month contract. The role delivers on-site, hands-on support for desktops, laptops, printers, and peripherals, troubleshooting hardware and software issues and deploying OS images and applications.

The candida",Full-time,https://www.jobleads.com/sa/job/deskside-it-support-engineer-12-month-contract--riyadh--e5286fafcb97c64ce88b3af39021cb45b,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support Assistant,Eram Talent,Dhahran - via GulfTalent,,,Not Specified,Not Specified,"Job description

Eram Talent is seeking a creative and technically skilled IT Support Assistant – graphic design background to provide IT support services while delivering high-quality graphic design solutions for digital and print media. Reporting to the IT Supervisor/Operations Manager, the role s",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/it-support-assistant-617157,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Support Specialist,Alfapacs IT,تبوك - via BeBee,,,Not Specified,Not Specified,"Job Title: IT Support Specialist

Company: Alfapacs IT

Location: Tabuk, Saudi Arabia
Department: Information Technology

Job Summary

Alfapacs IT is seeking a skilled and customer-focused IT Support Specialist to provide technical assistance, troubleshoot IT issues, and ensure the smooth operation",Full-time,https://bebee.com/sa/jobs/it-support-specialist-alfapacs-it-tabuk--t7xk-768021928,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mobile Application UI/UX Designer (Flutter),Confidential Jobs,Khobar - via LinkedIn,,,react,Not Specified,"We are looking for a talented Mobile Application UI/UX Designer (Flutter) to design and develop modern, user-friendly mobile applications for iOS and Android.

Requirements:
• Experience in UI/UX design with a strong portfolio.
• Strong knowledge of Flutter, Dart, and React.js.
• Experience integrat",Full-time,https://sa.linkedin.com/jobs/view/mobile-application-ui-ux-designer-flutter-at-confidential-jobs-4448027489,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
UI/UX Designer Associate,confidential,Riyadh - via IxDF,,,Not Specified,Not Specified,"Job Description

📍 Location: Riyadh, Saudi Arabia (On-site)

🕒 Type: Full-time

At [REDACTED], we're building technology that simplifies workforce housing at scale. Great design is at the heart of that mission, helping us create products that are intuitive, efficient, and enjoyable to use.

As a UI/",Full-time,https://ixdf.org/jobs/ui-ux-designer-associate-riyadh,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior UI/UX Designer: AI Product Design & Design System,Mirai,Riyadh - via JobLeads,,,Not Specified,Not Specified,"Mirai is seeking a Senior UI/UX Designer to lead the design function for our Generative AI team. You will own the design system, tokens, components, and patterns, handing them off to engineering to build directly from design artifacts.

The role emphasizes designing for AI-enabled products across we",Full-time,https://www.jobleads.com/sa/job/senior-ui-ux-designer-ai-product-design-design-system--riyadh--ec1d453bbffc2b26705092b0e936769aa,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
User Experience and User Interface Expert,Müller`s Solutions,Riyadh - via GulfTalent,,,Not Specified,Not Specified,"Description

Muller Solutions is seeking a highly skilled UX/UI expert to design and enhance user experiences across digital platforms. The successful candidate will play a key role in creating intuitive, accessible, and user-centric digital experiences.

Key responsibilities:

• Design and optimize",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/user-experience-and-user-interface-expert-601425,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"UX/UI Designer: Figma, Research, Prototyping",Ideassion Technology Solutions,Saudi Arabia - via JobLeads,,,Not Specified,Not Specified,"Ideassion Technology Solutions is seeking a UI/UX Designer with strong skills in Figma, user research, wireframes, prototypes, design systems, usability testing, and responsive web/mobile design. Collaboration with developers and product teams is preferred to deliver polished user experiences.

The",Full-time,https://www.jobleads.com/sa/job/ux-ui-designer-figma-research-prototyping--saudi-arabia--e964c5561c28f7e8905f70907cfd5ee63,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Remote UI/UX Designer (Junior) - Hybrid & Growth,Whetstonez Software company,Jeddah - via Jobs In Saudi Arabia - Jooble,,,Not Specified,Not Specified,"Whetstonez Software company in Saudi Arabia is looking for a Junior UX/UI Designer to join their professional team. The role includes creating user interface designs, conducting user research, and following best practices in UI/UX design.

Candidates should have at least 6 months of experience, prof",Full-time,https://sa.jooble.org/jdp/-6303879383873482478,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
UI/UX Designer,ooo,القريات - via Talentera,,,Not Specified,Not Specified,test,Full-time,https://logotestksa.talentera.com/en/saudi-arabia/jobs/ui-ux-designer-1100066116/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Ui/Ux Developer,Eram Talent,Dammam - via GulfTalent,,,Not Specified,Not Specified,"Description

The UI/UX developer is responsible for designing and developing user interfaces and improving user experience for digital applications, ensuring usability and consistency across platforms.

Requirements

Education

• Bachelor’s degree in one of the following IT-related fields:

• Inform",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/ui-ux-developer-601808,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior UI/UX Designer,tamm,Saudi Arabia - via BeBee,,,Not Specified,Not Specified,"About Tamm Tamm is the all-in-one platform for selling online in Saudi Arabia.

Sellers get everything they need in one place: a storefront, payments, ZATCA-compliant e-invoicing, and delivery. And because we run our own print-on-demand factory in Dammam, anyone can launch a brand from scratch with",Full-time,https://bebee.com/sa/jobs/senior-ui-designer-tamm--fj-2318807635,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Business Intelligence Developer,Master-Works,Riyadh - via GulfTalent,,,etl,Not Specified,"Job Description

Master Works is seeking a Business Intelligence Developer to design, develop, and maintain Business Intelligence solutions, including dashboards, reports, data models, and ETL processes. You will collaborate with business and technical teams to translate requirements into effective",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/business-intelligence-developer-621244,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Manager Business Intelligence,Basamh Group,Jeddah - via LinkedIn,,,Not Specified,75 years of experience,"About company

At Basamh Group, our mission is to grow people and companies, empowering individuals and fostering collaborative relationships to achieve sustainable success. With over 75 years of experience, we have built a diverse portfolio of companies that drive innovation and deliver consumer-fo",Full-time,https://sa.linkedin.com/jobs/view/senior-manager-business-intelligence-at-basamh-group-4454272607,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
